especie	furcal	base	radio	alto	gordo	angos	ojo	1erarc	dist.	largo	cabez	hueso	mandib	hueso	arriba	cabeza	boca	abiert	cachete	largo	ancho	orificio	densi	hocic	interbr	ojoatra	proye	base	altura	area	Intesti
consocium	0.263528477	0.109056724	0.08311154	0.067848283	0.04354089	0.036338494	0.028275412	0.053892928	0.034762106	0.036845057	0.090867004	0.036338494	0.037064133	0.057142886	0.028275412	0.097225749	0.03488357	0.025305865	0.039233802	0.010916414	0.029510598	0.042009143	0.903089987	0.027534927	0.013985646	0.035611642	0.013220369	0.018549203	0.042009143	0.006722692	0.129455518
consocium	0.269512944	0.10720997	0.076388346	0.075266137	0.051597724	0.034041968	0.032804661	0.058270252	0.031791834	0.028372175	0.094498004	0.037732879	0.036506057	0.059021488	0.030942066	0.1014298	0.034041968	0.029071448	0.043211088	0.013809164	0.034339023	0.061414301	0.77815125	0.031563819	0.020233755	0.036506057	0.015101708	0.021507347	0.044380962	0.012014237	0.195260827
consocium	0.26776815	0.104787925	0.0754851	0.069254083	0.042728977	0.035327962	0.028488538	0.055870509	0.039508541	0.034510851	0.088286286	0.035327962	0.038033856	0.06366908	0.029865067	0.098966196	0.036006018	0.029177348	0.038033856	0.011620613	0.030876566	0.052239618	0.84509804	0.029177348	0.016608463	0.040722994	0.015189199	0.018023104	0.040501215	0.007000559	0.146653498
consocium	0.275192168	0.087830355	0.0678017	0.0678017	0.038661264	0.03453165	0.031060053	0.053696468	0.038752589	0.03769204	0.084761123	0.032452024	0.035222652	0.055378331	0.029663607	0.097508627	0.037975716	0.026152719	0.040029122	0.013998829	0.042969073	0.049218023	0.84509804	0.028963696	0.019044631	0.037289085	0.014723257	0.019044631	0.055378331	0.009493388	0.200359834
consocium	0.270361176	0.097436112	0.071993522	0.071435661	0.043778925	0.036580509	0.026793177	0.050274272	0.03345857	0.026439517	0.091080469	0.037184955	0.036580509	0.062899281	0.032936058	0.101101066	0.034154276	0.025554104	0.041392685	0.016146636	0.040365984	0.048007726	0.84509804	0.028645181	0.018675286	0.040194631	0.015512166	0.016146636	0.048007726	0.009663317	0.188203842
consocium	0.270031505	0.10720997	0.081587316	0.068598101	0.040514435	0.036983566	0.030734617	0.058032158	0.034762106	0.037324323	0.090297251	0.034316447	0.036096345	0.069326491	0.029834524	0.099603917	0.037868978	0.023481096	0.038752589	0.016104367	0.036045104	0.065752031	0.903089987	0.027123	0.012368477	0.040514435	0.014240439	0.023481096	0.043664501	0.005930867	0.148191196
consocium	0.274306861	0.104685314	0.070335839	0.070931171	0.047086358	0.036268207	0.02977639	0.060189953	0.031714413	0.034060688	0.090132848	0.037555006	0.040755422	0.059507811	0.033034428	0.099702913	0.038196979	0.026493725	0.043932426	0.013788284	0.029355393	0.040563615	0.84509804	0.030429956	0.01446634	0.040755422	0.016494178	0.020521667	0.054178977	0.012204296	0.183499447
consocium	0.266148208	0.096910013	0.072712285	0.080347138	0.047086358	0.034977584	0.033034428	0.056207914	0.031135409	0.033858267	0.092969531	0.031734144	0.040117223	0.049846373	0.02780977	0.104685314	0.040117223	0.02517368	0.039478085	0.011747743	0.025637937	0.049846373	0.903089987	0.030429956	0.018512591	0.042664412	0.018512591	0.020521667	0.047222229	0.010935665	0.212788823
consocium	0.269715933	0.091590504	0.072308518	0.068024444	0.042535566	0.035052507	0.032723845	0.054357662	0.03573783	0.024682464	0.096154061	0.042535566	0.041964502	0.059259961	0.033889737	0.107603174	0.043675447	0.028618397	0.042535566	0.011184167	0.024682464	0.034175618	0.903089987	0.033307182	0.014849121	0.042535566	0.019086174	0.016063932	0.038845496	0.008940661	0.200961463
consocium	0.271771224	0.092678121	0.061840721	0.072550667	0.043778925	0.03597522	0.026174082	0.050274272	0.031987052	0.023335482	0.092678121	0.034762106	0.03597522	0.052073614	0.029875478	0.096383276	0.034762106	0.024311487	0.046152124	0.012964977	0.021584292	0.039628794	0.84509804	0.029260766	0.014240439	0.038391329	0.017412802	0.019305155	0.037096458	0.009025742	0.18990696
consocium	0.269051481	0.08977432	0.073333588	0.069695498	0.049122268	0.041392685	0.028531089	0.052777833	0.035443353	0.025807264	0.094112962	0.037475685	0.041392685	0.056048792	0.031533136	0.094975513	0.045757491	0.028028724	0.047683412	0.015794267	0.038157702	0.048188043	0.698970004	0.030034706	0.016310977	0.046721519	0.015794267	0.024495803	0.036123532	0.017012459	0.22217033
consocium	0.26592124	0.100956835	0.076090169	0.060295902	0.043905486	0.035472318	0.029470127	0.04668054	0.028963696	0.028963696	0.095799758	0.036323042	0.041392685	0.052813306	0.030332679	0.099489623	0.041392685	0.026872146	0.046403831	0.011849273	0.018327381	0.046131721	0.84509804	0.029470127	0.015431103	0.036323042	0.021629091	0.018983634	0.025447122	0.003180391	0.142815323
consocium	0.269937267	0.095327882	0.075215059	0.069197025	0.039233802	0.034154276	0.030489322	0.049922475	0.033379442	0.030042976	0.086359831	0.035611642	0.037788561	0.047548398	0.027534927	0.101622115	0.028275412	0.024560295	0.044967146	0.013220369	0.02780434	0.050753538	0.954242509	0.026793177	0.013985646	0.034154276	0.017033339	0.026050158	0.047548398	0.010215125	0.162727297
consocium	0.275395637	0.101545903	0.075635965	0.062994485	0.041392685	0.036551002	0.03066882	0.054046005	0.036096345	0.025305865	0.094786319	0.031654733	0.040428657	0.041392685	0.031654733	0.092224103	0.034599113	0.02269989	0.044271996	0.011498239	0.025305865	0.037426498	1.041392685	0.031654733	0.015605073	0.03066882	0.016625742	0.017644018	0.025305865	0.002209273	0.186556693
consocium	0.269901923	0.08754481	0.069421409	0.075546961	0.044670395	0.03809005	0.027349608	0.067979595	0.038918066	0.035804831	0.083980129	0.032081268	0.034762106	0.045078375	0.023938007	0.08517161	0.034762106	0.02325246	0.042706739	0.014240439	0.032669117	0.051152522	0.84509804	0.021878109	0.017033339	0.042050209	0.015639134	0.021878109	0.045078375	0.009323393	0.246334417
consocium	0.273001272	0.08850523	0.069267157	0.073871029	0.045485972	0.034762106	0.022479923	0.051152522	0.03597522	0.026793177	0.089610774	0.03809005	0.036013075	0.053776666	0.028028724	0.094733094	0.045893186	0.02504972	0.045893186	0.013363962	0.026793177	0.041392685	0.84509804	0.027179663	0.017728767	0.043034632	0.0190297	0.021189299	0.037788561	0.020361283	0.172760996
consocium	0.272733932	0.083061376	0.07806624	0.085811825	0.055143005	0.038344992	0.026564691	0.064073828	0.034762106	0.029591873	0.093421685	0.038344992	0.038344992	0.04742465	0.029695883	0.093421685	0.051597724	0.027192738	0.05100402	0.016390416	0.032184683	0.044921505	0.84509804	0.026564691	0.016390416	0.04441914	0.01574654	0.025935734	0.04742465	0.015359755	0.185345982
consocium	0.320245226	0.104291967	0.079181246	0.061596071	0.04606759	0.032848912	0.028028724	0.052529051	0.033423755	0.029383778	0.092754053	0.033806562	0.041392685	0.041392685	0.02413368	0.096081997	0.041392685	0.028028724	0.04606759	0.013238606	0.025305865	0.025305865	0.84509804	0.032848912	0.015239967	0.040451635	0.01822482	0.01822482	0.025305865	0.002338881	0.181571388
consocium	0.267171728	0.093318662	0.068404155	0.06346582	0.03964736	0.033778426	0.026629385	0.053417427	0.031034234	0.031034234	0.092803179	0.037894993	0.03964736	0.050556373	0.028427708	0.092287083	0.043708928	0.023615532	0.043131024	0.011968263	0.028531089	0.033523034	0.77815125	0.030813947	0.015680204	0.044862433	0.017524345	0.020580617	0.044065275	0.012223297	0.189506827
consocium	0.258705681	0.097406066	0.076068011	0.062313321	0.03913073	0.031119801	0.029963223	0.051428177	0.008600172	0.006160309	0.097406066	0.034571166	0.041392685	0.037788561	0.028803558	0.090409226	0.037995319	0.02059802	0.033423755	0.014640526	0.028645181	0.037788561	0.903089987	0.033423755	0.017033339	0.044763681	0.012234456	0.026474896	0.037788561	0.003805074	0.160939915
consocium	0.269679692	0.098149085	0.073980052	0.059347001	0.038563395	0.032848912	0.029963223	0.041392685	0.009208002	0.005650274	0.098149085	0.029963223	0.038563395	0.029555244	0.021189299	0.094421213	0.034284597	0.022663985	0.041392685	0.010723865	0.017973371	0.046368743	1.113943352	0.029963223	0.007686829	0.042800448	0.012234456	0.019709589	0.040836254	0.001971558	0.146128036
consocium	0.271636638	0.097420647	0.077581633	0.072747136	0.044286063	0.036722807	0.023615532	0.054545465	0.035576154	0.027366184	0.093833534	0.032595062	0.037309295	0.042834727	0.029025498	0.09486145	0.039064023	0.023615532	0.037894993	0.013828199	0.0257054	0.033129418	0.77815125	0.019360688	0.018749436	0.040811689	0.012589127	0.025426352	0.03066882	0.010554352	0.14200278
consocium	0.274619619	0.098989639	0.076276255	0.074084689	0.046885191	0.035829825	0.026941628	0.053590583	0.035617859	0.031034234	0.09131516	0.031004281	0.038222638	0.045757491	0.026941628	0.089198367	0.042969073	0.022840611	0.051538391	0.012837225	0.028724151	0.042403849	0.84509804	0.035829825	0.015359755	0.046104787	0.02201574	0.027757205	0.045757491	0.009217113	0.15896526
consocium	0.272413423	0.091080469	0.068024444	0.077604858	0.046512129	0.035052507	0.026846969	0.065866455	0.038506997	0.03232162	0.085946905	0.035632727	0.036212173	0.041131141	0.02566199	0.090569835	0.036790846	0.024473769	0.030382629	0.008723568	0.01968014	0.01968014	0.84509804	0.015456951	0.010570323	0.026846969	0.009340026	0.015456951	0.025143035	0.004858535	0.141608802
consocium	0.279066606	0.08898515	0.075196865	0.072687936	0.041392685	0.034853623	0.024856634	0.058536952	0.037854478	0.035430953	0.088354577	0.034853623	0.037590208	0.047415557	0.027656737	0.095718532	0.040851508	0.025978842	0.035950327	0.010578738	0.023106219	0.03054295	0.84509804	0.029328174	0.014048486	0.030993203	0.014048486	0.025978842	0.042661328	0.01630194	0.172106878
consocium	0.27457766	0.104735351	0.075049012	0.055517328	0.029568231	0.035065703	0.028645181	0.053485877	0.032936058	0.030489322	0.096910013	0.037788561	0.041392685	0.044967146	0.030489322	0.092146223	0.046743404	0.022128315	0.048512426	0.011685758	0.023065304	0.030489322	0.903089987	0.031408464	0.019305155	0.040494454	0.012645526	0.023065304	0.044967146	0.006209241	0.178060852
consocium	0.274927193	0.082458956	0.073662818	0.076430797	0.043778925	0.034762106	0.028028724	0.055324265	0.033491619	0.030939441	0.093209368	0.032325665	0.040194631	0.051762915	0.028645181	0.100057088	0.044373441	0.023688843	0.047333879	0.013603176	0.002740037	0.03687136	0.954242509	0.0311023	0.015512166	0.044967146	0.01678018	0.023065304	0.039389016	0.011570444	0.196234821
consocium	0.271329583	0.104787925	0.076720647	0.074246028	0.040052269	0.037358961	0.026415529	0.059522772	0.030927251	0.02413368	0.092470848	0.034648847	0.040052269	0.035715552	0.029865067	0.098379708	0.039380506	0.022239589	0.048691924	0.013051568	0.02413368	0.029963223	0.84509804	0.027107632	0.013765281	0.046051828	0.018023104	0.022239589	0.032848912	0.007342304	0.175108692
consocium	0.275974107	0.098486401	0.073662818	0.053194892	0.026793177	0.032936058	0.028028724	0.05085997	0.027046527	0.023756401	0.097436112	0.032936058	0.043778925	0.054049761	0.032936058	0.094269917	0.032936058	0.020562159	0.043778925	0.011685758	0.02044116	0.02044116	1	0.029260766	0.014240439	0.040194631	0.014240439	0.020562159	0.035164417	0.002425265	0.14140226
consocium	0.275335864	0.074536341	0.073757337	0.064298644	0.0430695	0.035472318	0.029470127	0.0483371	0.037462392	0.026559029	0.092078274	0.033765854	0.038019507	0.041036852	0.027739868	0.095058008	0.036323042	0.024258531	0.044739865	0.012747504	0.026559029	0.026559029	0.954242509	0.028605859	0.012747504	0.039709371	0.014538411	0.022507341	0.037462392	0.005395032	0.153976945
consocium	0.281601444	0.100370545	0.070960916	0.064457989	0.042378598	0.034427905	0.027349608	0.044016829	0.048007726	0.042928201	0.076458388	0.030397301	0.034427905	0.053028527	0.026328939	0.090786928	0.032417279	0.02325246	0.043362278	0.015988105	0.037788561	0.037788561	0.954242509	0.031408464	0.017033339	0.037426498	0.01389006	0.025305865	0.037788561	0.003632837	0.157607853
consocium	0.282617838	0.0932895	0.080544809	0.076441209	0.048045837	0.037651969	0.025460446	0.057957803	0.03736875	0.032723845	0.085283845	0.033878752	0.036899944	0.053245512	0.027003234	0.08258216	0.036899944	0.026232525	0.045101456	0.012120633	0.02566199	0.039672705	0.903089987	0.026232525	0.015296475	0.039900263	0.01132303	0.025460446	0.043105881	0.008259415	0.189008032
consocium	0.281358073	0.087375725	0.077108237	0.060158009	0.041392685	0.029963223	0.029963223	0.054722462	0.044670395	0.03809005	0.089400411	0.035715552	0.04026318	0.04630002	0.031119801	0.096413393	0.04026318	0.025305865	0.041392685	0.014640526	0.031408464	0.031408464	0.954242509	0.028803558	0.015838581	0.041392685	0.014640526	0.029963223	0.036429266	0.003783548	0.141673694
